game_date,season,Team,Relinquished,Notes,player
2015-01-03,2014-15,Jazz,Patrick Christopher,placed on IL with right knee injury,Patrick Christopher
2015-01-03,2014-15,Timberwolves,Chase Budinger,illness (DTD),Chase Budinger
2015-01-04,2014-15,Knicks,Andrea Bargnani,sore/strained right calf (DTD),Andrea Bargnani
2015-01-04,2014-15,Knicks,Carmelo Anthony,placed on IL with sore left knee,Carmelo Anthony
2015-01-04,2014-15,Suns,Zoran Dragic,placed on IL,Zoran Dragic
2015-01-05,2014-15,76ers,Luc Mbah a Moute,turf toe (DTD),Luc Mbah a Moute
2015-01-05,2014-15,Blazers,Joel Freeland,placed on IL with bruised right shoulder,Joel Freeland
2015-01-05,2014-15,Bucks,Jabari Parker,surgery on left knee to repair torn ACL (out for season),Jabari Parker
2015-01-05,2014-15,Cavaliers,Kyrie Irving,tightness in lower back (DTD),Kyrie Irving
2015-01-05,2014-15,Celtics,Jameer Nelson,placed on IL with sprained right ankle,Jameer Nelson
2015-01-05,2014-15,Clippers,Jared Cunningham,placed on IL,Jared Cunningham
2015-01-05,2014-15,Jazz,Trey Burke,strep throat (DTD),Trey Burke
2015-01-05,2014-15,Lakers,Kobe Bryant,rest (DTD),Kobe Bryant
2015-01-05,2014-15,Lakers,Wes Johnson,strained right hip flexor (DTD),Wesley Johnson
2015-01-05,2014-15,Nets,Deron Williams,back injury / sore left side (DTD),Deron Williams
2015-01-05,2014-15,Nets,Kevin Garnett,rest (DTD),Kevin Garnett
2015-01-05,2014-15,Pelicans,Russ Smith,placed on IL,Russ Smith
2015-01-05,2014-15,Timberwolves,Robbie Hummel,illness (DTD),Robbie Hummel
2015-01-05,2014-15,Warriors,Brandon Rush,flu (DTD),Brandon Rush
2015-01-05,2014-15,Wizards,DeJuan Blair,placed on IL,DeJuan Blair
2015-01-06,2014-15,Lakers,Julius Randle,surgery on right foot/leg to replace screw (out for season),Julius Randle
2015-01-06,2014-15,Spurs,Aron Baynes,neck spasms (DTD),Aron Baynes
2015-01-06,2014-15,Spurs,Kyle Anderson,placed on IL with ankle injury,Kyle Anderson
2015-01-07,2014-15,Cavaliers,Iman Shumpert,dislocated left shoulder (DTD),Iman Shumpert
2015-01-07,2014-15,Celtics,James Young,placed on IL,James Young
2015-01-07,2014-15,Clippers,Chris Douglas-Roberts,placed on IL,Chris Douglas-Roberts
2015-01-07,2014-15,Jazz,Rodney Hood,placed on IL,Rodney Hood
2015-01-07,2014-15,Knicks,Amar'e Stoudemire,placed on IL with sore right knee,Amar'e Stoudemire
2015-01-07,2014-15,Lakers,Ronnie Price,fractured nose (DTD),Ronnie Price
2015-01-07,2014-15,Pacers,Rodney Stuckey,sore right groin (DTD),Rodney Stuckey
2015-01-07,2014-15,Thunder,Grant Jerrett,placed on IL,Grant Jerrett
2015-01-07,2014-15,Wizards,Paul Pierce,placed on IL for rest,Paul Pierce
2015-01-08,2014-15,Hornets,Cody Zeller,strained right shoulder (DTD),Cody Zeller
2015-01-08,2014-15,Hornets,P.J. Hairston,illness (DTD),PJ Hairston
2015-01-08,2014-15,Nets,Deron Williams,fractured rib (out indefinitely),Deron Williams
2015-01-09,2014-15,Cavaliers,Shawn Marion,strained left hip (DTD),Shawn Marion
2015-01-09,2014-15,Grizzlies,Jordan Adams,placed on IL,Jordan Adams
2015-01-09,2014-15,Lakers,Kobe Bryant,rest (DTD),Kobe Bryant
2015-01-09,2014-15,Nets,Deron Williams,placed on IL with fractured rib,Deron Williams
2015-01-09,2014-15,Nets,Kevin Garnett,rest (DTD),Kevin Garnett
2015-01-09,2014-15,Nuggets,Wilson Chandler,strained right knee (DTD),Wilson Chandler
2015-01-09,2014-15,Spurs,Aron Baynes,placed on IL with neck spasms,Aron Baynes
2015-01-09,2014-15,Timberwolves,Mo Williams,sprained right ankle (DTD),Mo Williams
2015-01-09,2014-15,Warriors,Ognen Kuzmic,placed on IL,Ognjen Kuzmic
2015-01-09,2014-15,Wizards,DeJuan Blair,placed on IL,DeJuan Blair
2015-01-10,2014-15,Blazers,Allen Crabbe,strained left knee (DTD),Allen Crabbe
2015-01-10,2014-15,Bulls,Derrick Rose,placed on IL with sore left knee / right hip injury,Derrick Rose
2015-01-10,2014-15,Clippers,C.J. Wilcox,placed on IL,C.J. Wilcox
2015-01-10,2014-15,Hornets,Lance Stephenson,placed on IL with strained pelvis,Lance Stephenson
2015-01-10,2014-15,Magic,Evan Fournier,placed on IL with knee injury,Evan Fournier
2015-01-10,2014-15,Magic,Tobias Harris,sprained left ankle (DTD),Tobias Harris
2015-01-10,2014-15,Pacers,George Hill,placed on IL with sore/strained left groin,George Hill
2015-01-10,2014-15,Raptors,Lucas Nogueira,placed on IL (not CBC),Lucas Nogueira
2015-01-10,2014-15,Spurs,Manu Ginobili,placed on IL with back spasms,Manu Ginobili
2015-01-10,2014-15,Spurs,Marco Belinelli,strained left groin (DTD),Marco Belinelli
2015-01-10,2014-15,Timberwolves,Shabazz Muhammad,sore lower abdomen / strained oblique (DTD),Shabazz Muhammad
2015-01-11,2014-15,Grizzlies,Quincy Pondexter,placed on IL,Quincy Pondexter
2015-01-11,2014-15,Grizzlies,Tayshaun Prince,placed on IL,Tayshaun Prince
2015-01-12,2014-15,Rockets,Isaiah Canaan,placed on IL,Isaiah Canaan
2015-01-12,2014-15,Rockets,Nick Johnson,placed on IL,Nick Johnson
2015-01-12,2014-15,Rockets,Terrence Jones,nerve inflammation in left leg (DTD),Terrence Jones
2015-01-13,2014-15,Cavaliers,Iman Shumpert,placed on IL with dislocated left shoulder,Iman Shumpert
2015-01-13,2014-15,Hawks,DeMarre Carroll,placed on IL for rest,DeMarre Carroll
2015-01-13,2014-15,Hawks,Paul Millsap,placed on IL for rest,Paul Millsap
2015-01-13,2014-15,Jazz,Trevor Booker,stomach flu (DTD),Trevor Booker
2015-01-13,2014-15,Spurs,Marco Belinelli,placed on IL with strained left groin,Marco Belinelli
2015-01-13,2014-15,Suns,Tyler Ennis,placed on IL,Tyler Ennis
2015-01-14,2014-15,76ers,Robert Covington,bruised right shoulder (DTD),Robert Covington
2015-01-14,2014-15,76ers,Tony Wroten Jr.,sprained right ankle / knee (DTD),Tony Wroten
2015-01-14,2014-15,Celtics,Tayshaun Prince,placed on IL,Tayshaun Prince
2015-01-14,2014-15,Grizzlies,Russ Smith,placed on IL,Russ Smith
2015-01-14,2014-15,Hawks,Al Horford,placed on IL for rest,Al Horford
2015-01-14,2014-15,Hawks,Kyle Korver,placed on IL for rest,Kyle Korver
2015-01-14,2014-15,Heat,Dwyane Wade,placed on IL with strained hamstring,Dwyane Wade
2015-01-14,2014-15,Hornets,Gary Neal,sore right hamstring (DTD),Gary Neal
2015-01-14,2014-15,Magic,Tobias Harris,placed on IL with sprained left ankle,Tobias Harris
2015-01-14,2014-15,Mavericks,Dirk Nowitzki,rest (DTD),Dirk Nowitzki
2015-01-14,2014-15,Mavericks,Rajon Rondo,sore Achilles (DTD),Rajon Rondo
2015-01-14,2014-15,Mavericks,Tyson Chandler,rest / sprained left ankle (DTD),Tyson Chandler
2015-01-14,2014-15,Pelicans,Jrue Holiday,placed on IL with stress reaction in right ankle,Jrue Holiday
2015-01-14,2014-15,Raptors,Bruno Caboclo,placed on IL,Bruno Caboclo
2015-01-14,2014-15,Wizards,Drew Gooden,placed on IL,Drew Gooden
2015-01-15,2014-15,Knicks,Andrea Bargnani,placed on IL,Andrea Bargnani
2015-01-15,2014-15,Knicks,Cleanthony Early,placed on IL with ankle injury,Cleanthony Early
2015-01-16,2014-15,76ers,Malcolm Thomas ,right leg injury (DTD),Malcolm Thomas
2015-01-16,2014-15,Bulls,Joakim Noah,placed on IL with sprained right ankle,Joakim Noah
2015-01-16,2014-15,Cavaliers,Kevin Love,back spasms (DTD),Kevin Love
2015-01-16,2014-15,Celtics,James Young,illness (DTD),James Young
2015-01-16,2014-15,Grizzlies,Mike Conley Jr.,placed on IL with sprained right ankle,Mike Conley
2015-01-16,2014-15,Hawks,Adreian Payne,placed on IL,Adreian Payne
2015-01-16,2014-15,Heat,Chris Andersen,illness (DTD),Chris Andersen
2015-01-16,2014-15,Heat,Josh McRoberts,placed on IL (P) (out for season),Josh McRoberts
2015-01-16,2014-15,Jazz,Elliot Williams,placed on IL,Elliot Williams
2015-01-16,2014-15,Kings,Carl Landry,sprained right wrist (DTD),Carl Landry
2015-01-16,2014-15,Kings,Rudy Gay,placed on IL with sore/strained left knee,Rudy Gay
2015-01-16,2014-15,Lakers,Kobe Bryant,rest (DTD),Kobe Bryant
2015-01-16,2014-15,Lakers,Ronnie Price,elbow injury / fractured nose (P) (DTD),Ronnie Price
2015-01-16,2014-15,Nets,Sergey Karasev,illness (DTD),Sergey Karasev
2015-01-16,2014-15,Pelicans,Anthony Davis,sprained left toe (DTD),Anthony Davis
2015-01-16,2014-15,Spurs,Austin Daye,placed on IL,Austin Daye
2015-01-16,2014-15,Suns,Archie Goodwin,placed on IL,Archie Goodwin
2015-01-16,2014-15,Warriors,Andre Iguodala,rest (DTD),Andre Iguodala
2015-01-16,2014-15,Warriors,Andrew Bogut,placed on IL for rest,Andrew Bogut
2015-01-17,2014-15,Hawks,Dennis Schroder,ankle injury (DTD),Dennis Schroder
2015-01-17,2014-15,Hawks,Pero Antic,placed on IL,Pero Antic
2015-01-17,2014-15,Hornets,Kemba Walker,left knee injury (DTD),Kemba Walker
2015-01-17,2014-15,Kings,Carl Landry,placed on IL with sprained right wrist,Carl Landry
2015-01-17,2014-15,Kings,DeMarcus Cousins,sprained right ankle (DTD),DeMarcus Cousins
2015-01-17,2014-15,Bucks,Kendall Marshall,torn ACL in right knee (out for season),Kendall Marshall
2015-01-17,2014-15,Bucks,Kendall Marshall,surgery on right knee to repair torn ACL (out for season),Kendall Marshall
2015-01-18,2014-15,Magic,Andrew Nicholson,placed on IL,Andrew Nicholson
2015-01-19,2014-15,76ers,Luc Mbah a Moute,bruised left knee (DTD),Luc Mbah a Moute
2015-01-19,2014-15,Bucks,Kendall Marshall,placed on IL recovering from surgery on right knee to repair torn ACL (out for season),Kendall Marshall
2015-01-19,2014-15,Celtics,James Young,placed on IL with illness,James Young
2015-01-19,2014-15,Grizzlies,Russ Smith,placed on IL,Russ Smith
2015-01-19,2014-15,Hawks,Shelvin Mack,placed on IL with strained left calf,Shelvin Mack
2015-01-19,2014-15,Hornets,Kemba Walker,placed on IL with left knee injury,Kemba Walker
2015-01-19,2014-15,Suns,Reggie Bullock,placed on IL,Reggie Bullock
2015-01-19,2014-15,Wizards,DeJuan Blair,placed on IL,DeJuan Blair
2015-01-20,2014-15,Heat,Justin Hamilton ,placed on IL,Justin Hamilton
2015-01-20,2014-15,Nuggets,Erick Green,placed on IL,Erick Green
2015-01-21,2014-15,76ers,Nerlens Noel,illness / upper respiratory infection (DTD),Nerlens Noel
2015-01-21,2014-15,Blazers,LaMarcus Aldridge,left thumb injury (DTD),LaMarcus Aldridge
2015-01-21,2014-15,Hawks,Adreian Payne,placed on IL,Adreian Payne
2015-01-21,2014-15,Heat,Hassan Whiteside,sprained right ankle (DTD),Hassan Whiteside
2015-01-21,2014-15,Heat,Luol Deng,placed on IL with illness,Luol Deng
2015-01-21,2014-15,Hornets,Noah Vonleh,placed on IL,Noah Vonleh
2015-01-21,2014-15,Jazz,Rodney Hood,placed on IL with foot injury / bruised left knee (P),Rodney Hood
2015-01-21,2014-15,Lakers,Tarik Black,sprained right ankle (DTD),Tarik Black
2015-01-21,2014-15,Magic,Moe Harkless,placed on IL,Maurice Harkless
2015-01-21,2014-15,Suns,Tyler Ennis,placed on IL,Tyler Ennis
2015-01-21,2014-15,Suns,Zoran Dragic,placed on IL,Zoran Dragic
2015-01-21,2014-15,Timberwolves,Shabazz Muhammad,placed on IL,Shabazz Muhammad
2015-01-22,2014-15,Lakers,Kobe Bryant,torn rotator cuff in right shoulder (out for season),Kobe Bryant
2015-01-22,2014-15,Nets,Kevin Garnett,rest (DTD),Kevin Garnett
2015-01-23,2014-15,76ers,Tony Wroten Jr.,placed on IL with torn ACL in right knee (out for season),Tony Wroten
2015-01-23,2014-15,Celtics,Kelly Olynyk,placed on IL with sprained right ankle,Kelly Olynyk
2015-01-23,2014-15,Grizzlies,Jarnell Stokes,placed on IL,Jarnell Stokes
2015-01-23,2014-15,Grizzlies,Jordan Adams,placed on IL,Jordan Adams
2015-01-23,2014-15,Knicks,Amar'e Stoudemire,placed on IL,Amar'e Stoudemire
2015-01-23,2014-15,Lakers,Jeremy Lin,unspecified (DTD),Jeremy Lin
2015-01-23,2014-15,Magic,Dewayne Dedmon,placed on IL,Dewayne Dedmon
2015-01-23,2014-15,Nets,Mirza Teletovic,blood clots in lungs (out indefinitely),Mirza Teletovic
2015-01-23,2014-15,Pacers,Shayne Whittington,placed on IL,Shayne Whittington
2015-01-23,2014-15,Pelicans,Ryan Anderson,ankle injury (DTD),Ryan Anderson
2015-01-23,2014-15,Suns,T.J. Warren,placed on IL,T.J. Warren
2015-01-23,2014-15,Warriors,Andre Iguodala,rest (DTD),Andre Iguodala
2015-01-24,2014-15,Blazers,Nicolas Batum,sprained right wrist (DTD),Nicolas Batum
2015-01-24,2014-15,Hornets,Kemba Walker,placed on IL with torn lateral meniscus in left knee,Kemba Walker
2015-01-24,2014-15,Knicks,Carmelo Anthony,sore left knee (DTD),Carmelo Anthony
2015-01-24,2014-15,Knicks,Jose Calderon,placed on IL with bruised left knee,Jose Calderon
2015-01-24,2014-15,Nets,Mirza Teletovic,placed on IL with blood clots in lungs,Mirza Teletovic
2015-01-24,2014-15,Nuggets,JaVale McGee,tibia injury (DTD),JaVale McGee
2015-01-24,2014-15,Pistons,Brandon Jennings,torn left Achilles (out for season),Brandon Jennings
2015-01-25,2014-15,Cavaliers,Brendan Haywood,left knee injury (DTD),Brendan Haywood
2015-01-25,2014-15,Magic,Ben Gordon,placed on IL,Ben Gordon
2015-01-25,2014-15,Pacers,C.J. Miles,placed on IL with groin injury,CJ Miles
2015-01-25,2014-15,Rockets,Dwight Howard,sprained right ankle/ right knee injury (DTD),Dwight Howard
2015-01-25,2014-15,Rockets,Terrence Jones,placed on IL with nerve inflammation in left leg,Terrence Jones
2015-01-25,2014-15,Suns,Brandan Wright,placed on IL with heel injury,Brandan Wright
2015-01-25,2014-15,Thunder,Steven Adams,migraine headache (DTD),Steven Adams
2015-01-25,2014-15,Timberwolves,Robbie Hummel,fractured right hand (out indefinitely),Robbie Hummel
2015-04-06,2014-15,Blazers,Chris Kaman,sprained right thumb (DTD),Chris Kaman
2015-04-06,2014-15,Blazers,LaMarcus Aldridge,sprained left thumb (DTD),LaMarcus Aldridge
2015-04-06,2014-15,Blazers,Nicolas Batum,sprained lower back (DTD),Nicolas Batum
2015-03-03,2014-15,Bulls,Jimmy Butler,placed on IL with sprained left elbow,Jimmy Butler
2015-03-03,2014-15,Grizzlies,Beno Udrih,illness (DTD),Beno Udrih
2015-03-03,2014-15,Grizzlies,Zach Randolph,illness (DTD),Zach Randolph
2015-03-03,2014-15,Kings,Darren Collison,surgery on right hip to repair strained flexor (out for season),Darren Collison
2015-03-03,2014-15,Knicks,Jose Calderon,placed on IL with sore/strained left Achilles (out for season),Jose Calderon
2015-01-26,2014-15,76ers,Michael Carter-Williams,upper respiratory infection (DTD),Michael Carter-Williams
2015-01-26,2014-15,Celtics,Shavlik Randolph,hamstring injury (DTD),Shavlik Randolph
2015-01-26,2014-15,Grizzlies,Tony Allen,placed on IL with ankle injury,Tony Allen
2015-01-26,2014-15,Jazz,Jeremy Evans,illness (DTD),Jeremy Evans
2015-01-26,2014-15,Magic,Moe Harkless,placed on IL,Maurice Harkless
2015-01-26,2014-15,Thunder,Kevin Durant,placed on IL with sprained left big toe,Kevin Durant
2015-01-27,2014-15,Bulls,Jimmy Butler,placed on IL with illness,Jimmy Butler
2015-01-27,2014-15,Grizzlies,Mike Conley Jr.,sprained left wrist (DTD),Mike Conley
2015-01-27,2014-15,Heat,Chris Andersen,back injury (DTD),Chris Andersen
2015-01-27,2014-15,Heat,Luol Deng,placed on IL with calf injury,Luol Deng
2015-01-27,2014-15,Lakers,Nick Young,sprained right ankle (DTD),Nick Young
2015-01-27,2014-15,Pistons,Brandon Jennings,placed on IL with torn left Achilles (out for season),Brandon Jennings
2015-01-27,2014-15,Warriors,Andrew Bogut,flu (DTD),Andrew Bogut
2015-01-27,2014-15,Wizards,Paul Pierce,placed on IL with sore left big toe,Paul Pierce
2015-01-28,2014-15,Cavaliers,LeBron James,sprained right wrist (DTD),LeBron James
2015-01-28,2014-15,Clippers,J.J. Redick,back spasms (DTD),JJ Redick
2015-01-28,2014-15,Hornets,Bismack Biyombo,bone bruise in right knee (DTD),Bismack Biyombo
2015-01-28,2014-15,Hornets,Kemba Walker,surgery on left knee to repair torn lateral meniscus (out for season),Kemba Walker
2015-01-28,2014-15,Hornets,Marvin Williams,concussion (DTD),Marvin Williams
2015-01-28,2014-15,Knicks,Amar'e Stoudemire,placed on IL with wrist injury,Amar'e Stoudemire
2015-01-28,2014-15,Knicks,Travis Wear,strained left hip (DTD),Travis Wear
2015-01-28,2014-15,Lakers,Kobe Bryant,surgery on right shoulder to repair torn rotator cuff (out for season),Kobe Bryant
2015-01-28,2014-15,Rockets,Dwight Howard,placed on IL with sprained right ankle,Dwight Howard
2015-01-28,2014-15,Suns,Archie Goodwin,placed on IL,Archie Goodwin
2015-01-28,2014-15,Suns,Zoran Dragic,placed on IL,Zoran Dragic
2015-01-28,2014-15,Timberwolves,Mo Williams,sore left hip (DTD),Mo Williams
2015-01-28,2014-15,Timberwolves,Robbie Hummel,placed on IL with fractured right hand,Robbie Hummel
2015-01-28,2014-15,Wizards,Nene Hilario ,placed on IL with foot injury,Nene
2015-01-29,2014-15,Bucks,Ersan Ilyasova,groin injury (DTD),Ersan Ilyasova
2015-01-29,2014-15,Bucks,Zaza Pachulia,calf injury (DTD),Zaza Pachulia
2015-01-29,2014-15,Knicks,Cole Aldrich,bruised left shin (DTD),Cole Aldrich
2015-01-29,2014-15,Magic,Roy Marble ,placed on IL,Devyn Marble
2015-01-29,2014-15,Pacers,Shayne Whittington,placed on IL,Shayne Whittington
2015-01-30,2014-15,Hawks,DeMarre Carroll,placed on IL with strained left Achilles,DeMarre Carroll
2015-01-30,2014-15,Heat,Dwyane Wade,placed on IL with strained hamstring,Dwyane Wade
2015-01-30,2014-15,Kings,Reggie Evans,placed on IL,Reggie Evans
2015-01-30,2014-15,Mavericks,Chandler Parsons,illness (DTD),Chandler Parsons
2015-01-30,2014-15,Pelicans,Anthony Davis,strained left groin (DTD),Anthony Davis
2015-01-30,2014-15,Raptors,Amir Johnson,placed on IL,Amir Johnson
2015-01-30,2014-15,Raptors,James Johnson,placed on IL with right hamstring injury,James Johnson
2015-01-30,2014-15,Suns,Reggie Bullock,placed on IL,Reggie Bullock
2015-01-31,2014-15,Grizzlies,Vince Carter,placed on IL with left foot injury,Vince Carter
2015-01-31,2014-15,Hawks,Thabo Sefolosha,placed on IL with strained right calf,Thabo Sefolosha
2015-01-31,2014-15,Magic,Victor Oladipo,placed on IL with strained/sore right Achilles,Victor Oladipo
2015-01-31,2014-15,Nuggets,Darrell Arthur,placed on IL with illness,Darrell Arthur
2015-01-31,2014-15,Nuggets,Kenneth Faried,placed on IL with illness,Kenneth Faried
2015-01-31,2014-15,Pacers,Lavoy Allen,placed on IL with strained right knee,Lavoy Allen
2015-01-31,2014-15,Rockets,Clint Capela,placed on IL,Clint Capela
2015-01-31,2014-15,Thunder,Grant Jerrett,placed on IL,Grant Jerrett
2015-01-31,2014-15,Timberwolves,Zach LaVine,sprained left ankle (DTD),Zach LaVine
2015-01-31,2014-15,Wizards,DeJuan Blair,placed on IL,DeJuan Blair
2015-02-01,2014-15,Celtics,Shavlik Randolph,placed on IL with strained hamstring,Shavlik Randolph
2015-02-01,2014-15,Celtics,Tayshaun Prince,hip injury (DTD),Tayshaun Prince
2015-02-02,2014-15,Bucks,Brandon Knight,sore right quadriceps (DTD),Brandon Knight
2015-02-02,2014-15,Magic,Andrew Nicholson,placed on IL,Andrew Nicholson
2015-02-02,2014-15,Mavericks,Rajon Rondo,placed on IL with fractured left orbital bone and fractured nose,Rajon Rondo
2015-02-02,2014-15,Suns,Tyler Ennis,placed on IL,Tyler Ennis
2015-02-02,2014-15,Suns,Zoran Dragic,placed on IL,Zoran Dragic
2015-02-02,2014-15,Thunder,Kevin Durant,placed on IL with sprained left big toe,Kevin Durant
2015-02-02,2014-15,Thunder,Perry Jones III,placed on IL with ankle injury,Perry Jones III
2015-02-03,2014-15,Blazers,Victor Claver,placed on IL,Victor Claver
2015-02-03,2014-15,Heat,Shawne Williams,hip injury (DTD),Shawne Williams
2015-02-03,2014-15,Knicks,Pablo Prigioni,sore left hip (DTD),Pablo Prigioni
2015-02-03,2014-15,Nuggets,JaVale McGee,placed on IL with illness,JaVale McGee
2015-02-03,2014-15,Warriors,Ognen Kuzmic,placed on IL,Ognjen Kuzmic
2015-02-04,2014-15,Bucks,Kenyon Martin,sprained left ankle (DTD),Kenyon Martin
2015-02-04,2014-15,Grizzlies,Jordan Adams,sore left ankle (DTD),Jordan Adams
2015-02-04,2014-15,Lakers,Jordan Hill,strained hip flexor (DTD),Jordan Hill
2015-02-04,2014-15,Magic,Aaron Gordon,placed on IL with sore left foot,Aaron Gordon
2015-02-04,2014-15,Nuggets,Jameer Nelson,Achilles injury (DTD),Jameer Nelson
2015-02-04,2014-15,Raptors,Lucas Nogueira,groin injury (DTD),Lucas Nogueira
2015-02-04,2014-15,Spurs,Tiago Splitter,placed on IL,Tiago Splitter
2015-02-04,2014-15,Thunder,Mitch McGary,placed on IL,Mitch McGary
2015-02-05,2014-15,Blazers,Chris Kaman,placed on IL with back injury,Chris Kaman
2015-02-05,2014-15,Clippers,J.J. Redick,back spasms (DTD),JJ Redick
2015-02-05,2014-15,Hornets,Bismack Biyombo,placed on IL with bone bruise in right knee,Bismack Biyombo
2015-02-05,2014-15,Mavericks,Dirk Nowitzki,rest (DTD),Dirk Nowitzki
2015-02-05,2014-15,Suns,T.J. Warren,placed on IL,T.J. Warren
2015-02-05,2014-15,Wizards,Drew Gooden,placed on IL,Drew Gooden
2015-02-05,2014-15,Wizards,Kevin Seraphin,sprained right ankle (DTD),Kevin Seraphin
2015-02-06,2014-15,76ers,Michael Carter-Williams,strained right big toe (DTD),Michael Carter-Williams
